id,type,name,displayName,relProjectToPlatform,relProjectToApplication,relProjectToBusinessCapability,relProjectToProcess,businessValue,relToChild,relProjectToDataObject,relProjectToInterface,relProjectToITComponent,LevelofEffort,relProjectToObjective,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Main Area,tags:Type of Work,tags:Business Unit,tags:LX PS WiP,tags:Project Phase,tags:Region,tags:Other tags,relProjectToTechnicalStack,relProjectToUserGroup
ID,Type,Name,Display Name,Affected Technical Capabilities,Applications,Business Capabilities,Business Contexts,Business Value,Children,Data Objects,Interfaces,IT Components,Level of Effort,Objectives,GD IT Teams,Owned By,Owning Function,Business Domain,Main Area,Type of Work,Business Unit,LX PS WiP,Project Phase,Region,Other tags,Tech Categories,Organizations
5d235744-1718-401a-95bc-1036358d2510,Project,* IOPS - Logistics and Distribution Program,* IOPS - Logistics and Distribution Program,,,,,,* IOPS - Logistics and Distribution Program / IOPS - GLO Cloud Warehouse Management System (WH&L);* IOPS - Logistics and Distribution Program / IOPS - GLO Global Trade Compliance;* IOPS - Logistics and Distribution Program / IOPS -GLO Transportation Management (4PLs),,,,,,,,,Supply Chain - Scott,IOPS,,,,7. Execute,,,,IOPS - WH&L
cd77d4c8-dce9-4a71-95b6-9b092b72881c,Project,IOPS - GLO Cloud Warehouse Management System (WH&L),* IOPS - Logistics and Distribution Program / IOPS - GLO Cloud Warehouse Management System (WH&L),,Future State ERP;Oracle eBusiness Suite [Platform],IOPS Supply Chain Management / Warehouse Management,Pick Move Orders - Warehouse and Logistics,largeBusinessBenefit,Empty,,,Empty,High,Forward5 - Supply Assurance,,,,Supply Chain - Scott,IOPS,,,,3. Prioritize,Global,Digital Transformation;Saratoga,,IOPS - WH&L
749b3996-e0b0-4bf5-b6cb-f793069399f0,Project,IOPS - GLO Global Trade Compliance,* IOPS - Logistics and Distribution Program / IOPS - GLO Global Trade Compliance,,Future State ERP;Oracle eBusiness Suite [Platform],IOPS Supply Chain Management / Global Trade Management,,largeBusinessBenefit,Empty,,,Empty,High,Forward5 - Supply Assurance,,,,Supply Chain - Scott,IOPS,,,,3. Prioritize,Global,Digital Transformation,,IOPS - WH&L
0227f28f-0486-4873-bbdd-5c19592e7d69,Project,IOPS -GLO Transportation Management (4PLs),* IOPS - Logistics and Distribution Program / IOPS -GLO Transportation Management (4PLs),,Oracle eBusiness Suite [Platform],IOPS Supply Chain Management / Inbound / Outbound Transportation Management,,littleBusinessBenefit,,,,,High,Forward5 - Supply Assurance,,,,Supply Chain - Scott,IOPS,,,,3. Prioritize,,Digital Transformation,,IOPS - WH&L
60a5016c-89f6-4f37-a724-a463d4ea735c,Project,* IOPS - Oracle Quality Improvement Program,* IOPS - Oracle Quality Improvement Program,,,,,,,,,,,,,,,,,,,,1. Surface,,,,
8d144414-dbc7-472e-8474-6f93eceae25e,Project,* IOPS - QC Systems Program,* IOPS - QC Systems Program,,LabWare LIMS;Nautilus LIMS,,,,* IOPS - QC Systems Program / IOPS - GLO LabWare Raw Materials Rollout;* IOPS - QC Systems Program / IOPS - GLO LabWare Upgrade (v8) and Qualification;* IOPS - QC Systems Program / IOPS - GLO LW Commercial Molecule Implementation,,,,,,,,,,,,,,7. Execute,,Digital Transformation,,
a1e1340b-1814-47e3-9052-c0ddf68dca4d,Project,IOPS - GLO LabWare Raw Materials Rollout,* IOPS - QC Systems Program / IOPS - GLO LabWare Raw Materials Rollout,,Labware ELN;LabWare LIMS,IOPS Quality Control / Raw Materials Testing,,,,,,,,Forward5 - Technology Roadmap / IOPS - Implement Labware,,,,QC - Fred,IOPS,Project,,,7. Execute,Global,,,IOPS - QC
7cff6642-ac69-4280-b711-37e910c24e2b,Project,IOPS - GLO LabWare Upgrade (v8) and Qualification,* IOPS - QC Systems Program / IOPS - GLO LabWare Upgrade (v8) and Qualification,,LabWare LIMS,IOPS Quality Control,,,,,,,Low,Forward5 - Technology Roadmap / IOPS - Implement Labware,,,,QC - Fred,IOPS,Managed Work,,,7. Execute,Global,,,IOPS - QC
90891f45-6c66-4daf-8763-36df1d1b4f67,Project,IOPS - GLO LW Commercial Molecule Implementation,* IOPS - QC Systems Program / IOPS - GLO LW Commercial Molecule Implementation,,LabWare LIMS,IOPS Quality Control / In-Process and Product Release Testing,,,,,,,High,,,,,QC - Fred,IOPS,Project,,,6. Planning,,,,IOPS - QC
ccfcbb79-0328-43b3-bcbe-1b7f97e4b3ee,Project,* IOPS - Quality Systems Veeva Program,* IOPS - Quality Systems Veeva Program,,IOPS Veeva Vault QMS;QUMAS EQMS (Process Compliance),,,,* IOPS - Quality Systems Veeva Program / IOPS - GLO DocC Application Decommissioning;* IOPS - Quality Systems Veeva Program / IOPS - GLO Process Compliance Upgrade;* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/EDMS P1: Veeva EM / EM QA;* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/EDMS P3: Veeva QMS;* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/QDocs Veeva P2,,,,,,,,,QA - Rajesh,IOPS,,,,7. Execute,Global,Digital Transformation,,IOPS - QA
c60d6265-0ae8-48d2-8d40-29f05ee28190,Project,IOPS - GLO DocC Application Decommissioning,* IOPS - Quality Systems Veeva Program / IOPS - GLO DocC Application Decommissioning,,QUMAS EDMS (DocCompliance),IOPS Quality Assurance / Document Control,,,,,,,,IOPS - Keep Existing Systems Operational (Lifecycle Upgrades),,,,QA - Rajesh,IOPS,Managed Work,,,2. Shape,Global,,,IOPS - QA
5bcb08ff-af2c-4334-9431-508b014a0dd9,Project,IOPS - GLO Process Compliance Upgrade,* IOPS - Quality Systems Veeva Program / IOPS - GLO Process Compliance Upgrade,,QUMAS EQMS (Process Compliance),IOPS Quality Assurance / Change Control;IOPS Quality Assurance / Deviation Management,,,,,,,High,IOPS - Keep Existing Systems Operational (Lifecycle Upgrades),,,,QA - Rajesh,IOPS,Project,,,7. Execute,Global,,,IOPS - QA
9c03507f-5d3f-4e2c-b983-6366ebab94ca,Project,IOPS - GLO QMS/EDMS P1: Veeva EM / EM QA,* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/EDMS P1: Veeva EM / EM QA,,,,Add a new supplier to Approved Supplier List (ASL),,,,,,Low,,,,,QA - Rajesh,IOPS,Managed Work,,,7. Execute,,,,IOPS - QA
1b5fe11a-d234-488b-89ba-1de9af2321d4,Project,IOPS - GLO QMS/EDMS P3: Veeva QMS,* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/EDMS P3: Veeva QMS,,QUMAS EDMS (DocCompliance);QUMAS EQMS (Process Compliance),IOPS Quality Assurance / Complaints Management;IOPS Quality Assurance / Deviation Management;IOPS Quality Control / Test & Result Management,,significantBusinessBenefit,,,,,High,,,,,QA - Rajesh,IOPS,Project,,,6. Planning,Global,,,IOPS - QA
c2801af0-b609-43b0-94b5-f0d836568a4c,Project,IOPS - GLO QMS/QDocs Veeva P2,* IOPS - Quality Systems Veeva Program / IOPS - GLO QMS/QDocs Veeva P2,DATA & ANALYTICS / Master Data Management,QUMAS EDMS (DocCompliance);QUMAS EQMS (Process Compliance),IOPS Quality Assurance / Change Control;IOPS Quality Assurance / Document Control;IOPS Quality Assurance / Validation,"Add a new supplier to Approved Supplier List (ASL);Course Development;FileMaker Pro - Archival, Lab Notebooks, Forms Issuance, Doc Search;FileMaker Pro - Archival, Lab Notebooks, Forms Issuance, Doc Search / FileMaker Pro IOPS - Performance Copy Issuance",significantBusinessBenefit,,Document;Document / Approved Documents;Document / Labels;Document Requests;Workflow Functionalities,Boomi to Icertis User Profile Feed,,High,Forward5 - Right to Operate,,,,QA - Rajesh,IOPS,Project,,,7. Execute,Global,,Enterprise Content Management (ECM) / Document and Records Management,0710 - Large Scale Mfg Support;0780 - Mid Scale Mfg Support;IOPS - IT / IOPS - IT - Project Management Office;IOPS - QA;IOPS IT Architecture
a8aecd29-4539-4414-b61e-44177034b07f,Project,2Seventy GD-IT: RA Systems Transition,2Seventy GD-IT: RA Systems Transition,,,,,,,,,,,,,,,,,,RA,,,,,,
21236fdd-a140-4f2f-aebe-62be7bb708b5,Project,"2Seventy-GD IT: Clinical, Quality, GPS, Reg Affairs","2Seventy-GD IT: Clinical, Quality, GPS, Reg Affairs",,,,,,,,,,,,,,,,,,ECD;GPS;Quality;RA,,,,,,
f523d2cd-ef36-4c71-8680-d9d25dc241cc,Project,Appian Cloud Migration,Appian Cloud Migration,,Additional Risk Minimization Measures;Head Count Tracker;Health Authority Correspondence;Informed Consent Form (ICF) Management;Knowledge Management;Operations Management System (OMS);Site Contact Information,,,,,,,,,,,,,,,,DO&PM,,,,,,
be7d68e1-b2b8-4fb5-80f8-0e4d754943ea,Project,Bioanalytical Assay Provider Database (bAPD),Bioanalytical Assay Provider Database (bAPD),,,,,,,,,,,,,,,,,,ECD,,,,,,
15e58940-0697-47a1-ab57-652ec77edfca,Project,Broadspire Replacement,Broadspire Replacement,,Broadspire;Sedgwick,Benefits Management,,largeBusinessBenefit,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,Human Resources / Total Rewards
75a2c192-8ab1-43aa-b34d-cd25c5ca4454,Project,Build Data and Technology Foundation for Portfolio Management,Build Data and Technology Foundation for Portfolio Management,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
b06258ab-8ca5-410f-a72d-06896e0d8610,Project,Career Site Replacement,Career Site Replacement,,Avature;Beamery Talent CRM;DirectEmployers;External Application;Glassdoor;HireEZ (Hiretual);Indeed;LinkedIn Recruiter;Phenom;REGN Career Site;Sparc-Amplify;Workday [Platform],Talent Acquisition;Talent Acquisition / Recruiting,Hire to Retire,,,Candidate;Employee;Job Posting or Job Requisition;Resume,Beamery Career Site to External Job Boards;Beamery Career Site to LinkedIn Recruiter;HireEZ to Beamery CRM;Indeed to Glassdoor;INT032  Workday to Avature - Job Requistion Data;INT085  Avature to Workday - Candidate Information (PUT CANDIDATE);INT107 Workday to Phenom;INT265  Workday to Avature - Candidate Status;INT290 – Out - Workday to Beamery – CRM-API-Design;INT291 - Out - Workday to Beamery-Career Site -RAAS;Phenom to Athlete (External App);Phenom to BioNJ (External App);Phenom to Biospace (External App);Phenom to DirectEmployers;Phenom to Indeed;Phenom to Indeed for Sponsored Jobs (External App);Phenom to LinkedIn;Sparc to Beamery Career Site,Alphabet / Google Analytics SaaS Hosting;Beamery Chrome Extension;Microsoft Bookings with Me;Okta SSO;OneTrust Cookie Consent SaaS Hosting;Sender Authentication;Workday RaaS,,,,,,,G&A IT,Project,,,,,G&A IT,,0623 - Talent Acquisition;G&A IT / HR;G&A IT / Integration;Human Resources / Talent Acquisition
0f23743e-5adb-4723-9b7e-bcd388bf2756,Project,CDSL Forecasting Lite Solution - Discovery Phase,CDSL Forecasting Lite Solution - Discovery Phase,,N-Side,,,,,,,,,,,,,,,,DO&PM,,,,,,
24659270-15e2-46ad-a27c-9a0f4b2523e3,Project,Certara DX and CDM Pilot,Certara DX and CDM Pilot,,,,,,,,,,,,,,,,,,BDM,,,,,,
2dc62cdb-4a25-44aa-ba15-66f889f37b97,Project,CES Implementation,CES Implementation,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
0ec553e6-9a5b-425f-b87a-40e9205a2b7a,Project,Clinical Data Enablement DevOps,Clinical Data Enablement DevOps,,,,,,,,,,,,,,,,,,BDM,,,,,,
a5546ead-66fb-43cb-8838-52a4227f475e,Project,CST Enablement DevOps,CST Enablement DevOps,,,,,,,,,,,,,,,,,,ECD,,,,,,
be1f8f11-cdc0-4ec5-98b3-f57936b2d638,Project,CTMS Program,CTMS Program,,Veeva - CTMS,,,,,,,,,,,,,,,,DO&PM,,,,,,
f42e41f2-9fb2-4271-9e60-549db27e1973,Project,Cvent-Congress Planning tool,Cvent-Congress Planning tool,,,,,,,,,,,,,,,,,,MA,,,,,,
efee13d8-747d-490f-bfff-8aac900d18d5,Project,Data Science Environment for Business Analytics Program,Data Science Environment for Business Analytics Program,,,,,,,,,,,,,,,,,,BDM,,,,,,
63582566-16f6-427a-8800-d2dc22ec795a,Project,Decibel Integration Impact Analysis,Decibel Integration Impact Analysis,,,,,,,,INT320 Beeline Worker Download to Active Directory (External App);Workday + Beeline to Active Directory (External App),,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
e593b6ca-28e4-4363-8321-8b772765f208,Project,EFMS Upgrades,EFMS Upgrades,,,,,,,,,,,,,,,,,,MA,,,,,,
aaf2527d-74a6-43cd-8e91-4ffe3dc24ac7,Project,EmployeeReferral,EmployeeReferral,,EmployeeReferrals.com,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
93321bcd-9eef-4555-9dbc-7648345c4c59,Project,eSource to EDC,eSource to EDC,,,,,,,,,,,,,,,,,,BDM,,,,,,
5ff80f0b-4418-4973-b2fe-3e20adfbbeaa,Project,Externally Sponsored Research & Managed Access Program,Externally Sponsored Research & Managed Access Program,,,,,,,,,,,,,,,,,,MA,,,,,,
930f12e8-b299-452d-a649-763b9951c4f5,Project,Flywheel Imaging Platform Pilot,Flywheel Imaging Platform Pilot,,,,,,,,,,,,,,,,,,ECD,,,,,,
9d411940-4529-463e-88af-b941e0026768,Project,FSMDR - Lab and Data Integration,FSMDR - Lab and Data Integration,,,,,,,,,,,,,,,,,,ECD,,,,,,
cc18cfe2-5f00-4202-9bd5-ba77f3696c3f,Project,FSMDR - Protocol Authoring/SOE Digitization Pilot,FSMDR - Protocol Authoring/SOE Digitization Pilot,,,,,,,,,,,,,,,,,,ECD,,,,,,
cab8cec9-b6c5-40ab-b4e8-f7fbd67fed45,Project,FSMDR - Site Sample Tracking Technology Pilot,FSMDR - Site Sample Tracking Technology Pilot,,,,,,,,,,,,,,,,,,ECD,,,,,,
709dba91-260d-4be3-a369-f26384005b4e,Project,FSMDR Program,FSMDR Program,,,,,,,,,,,,,,,,,,ECD,,,,,,
27028ac8-ac70-444e-95dd-94386f336634,Project,GA-ERP-Markview/Kofax product Upgrades (EOL Lifecycle) (2024) (MH),GA-ERP-Markview/Kofax product Upgrades (EOL Lifecycle) (2024) (MH),,Markview 10.1,,Procure to Pay,,,,,Tungsten Automation Capture 11.0.x;Tungsten Automation Transformation Modules 6.3.x,,,,,,,,,,,,,,,
1c7df3d7-9d32-4a78-a8c2-bd759f870801,Project,Genesis: Site Feasibility and Selection,Genesis: Site Feasibility and Selection,,Knowledge Management,,,,,,,,,,,,,,,,DO&PM,,,,,,
c0b60c34-ad20-4d81-8de2-aac3182298a8,Project,Genesis: Site Feasibility and Selection Program,Genesis: Site Feasibility and Selection Program,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
0f043b80-1025-4bc1-98ef-13d8f81e23cd,Project,Global Benefit Providers,Global Benefit Providers,,Graebel globalCONNECT;Journey Live;Maven Clinic Platform;Weichert;Workday [Platform],Benefits Management / Relocation;Benefits Management / Wellness;Benefits Management / Wellness / Family Planning,,,,,INT284 Workday to Journey Live - Worker Data;INT292 - Out - Workday to Maven - Employee Family Benefits Data Feed - EIB,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,Human Resources;Human Resources / Total Rewards
7b7fcb04-147d-453f-a016-8df5a3029863,Project,Global Equity Tracker,Global Equity Tracker,,Equity Edge (E*TRADE);Global Equity Tracker;Oracle eBusiness Suite [Platform];Workday [Platform],Tax,,,,,Equity Edge to Global Equity Tracker;Workday to Global Equity Tracker,,,,,,,,G&A IT - Financial Services,,,,,,G&A IT,,Financial Services / Tax
10347190-4334-42ac-9ca0-a16ccc73d6a3,Project,GMA Medical Education Team Internal Site,GMA Medical Education Team Internal Site,,,,,,,,,,,,,,,,,,MA,,,,,,
8e980a1c-a851-45c7-a70d-5410eaa5a173,Project,GPS:AE PC LMS Program,GPS:AE PC LMS Program,,,,,,,,,,,,,,,,,,GPS,,,,,,
1585097f-94a5-4149-8ddc-9f65500cf01b,Project,GPS:Argus J Implementation,GPS:Argus J Implementation,,,,,,,,,,,,,,,,,,GPS,,,,,,
a5eb461f-dcd6-4452-a1c7-37e287fd1000,Project,GPS:Argus Veeva Site Connect IAL Integration,GPS:Argus Veeva Site Connect IAL Integration,,,,,,,,,,,,,,,,,,GPS,,,,,,
deb2c36c-af22-4bf6-87b1-9f4c2c8465cd,Project,GPS:PEPI non-GxP Analytics (Panoply),GPS:PEPI non-GxP Analytics (Panoply),,,,,,,,,,,,,,,,,,GPS,,,,,,
bc586d0c-df15-4f9f-b8f7-9f875b7228c6,Project,GPS:Safety System Platform 2023,GPS:Safety System Platform 2023,,,,,,,,,,,,,,,,,,GPS,,,,,,
b3310e34-9025-4053-aa6f-a67fa8a574b1,Project,GPS:SSP Decommission,GPS:SSP Decommission,,,,,,,,,,,,,,,,,,GPS,,,,,,
9e30e876-aab0-48e8-a2db-d11b681ade89,Project,HR Chatbot,HR Chatbot,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
e2395642-6f03-457b-8987-69858d2d5dca,Project,HR Data Lake Part 2: Prism,HR Data Lake Part 2: Prism,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
42ae88d9-944d-44e2-8452-5ea404fd50ad,Project,HR Data Lake Re-architecture Part 1,HR Data Lake Re-architecture Part 1,,Beeline;Oracle eBusiness Suite [Platform];Qlik (Qlikview & QlikSense);Workday [Platform],,,,,,Data Warehouse to Qlik (External App) - HR Data,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
811af33d-86c1-40ec-92fe-346cbc8c1435,Project,IA (AI) - CDA searchability in icertis,IA (AI) - CDA searchability in icertis,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
256056ba-51c3-4c9a-901d-3cd23d35e152,Project,IA (AI) - SOP Assistant,IA (AI) - SOP Assistant,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
cc8f722d-36cb-441f-8507-d54b6bb2e855,Project,IA (AI) – Automated Literature Review Digital Health Technology,IA (AI) – Automated Literature Review Digital Health Technology,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
a14a8ca5-19e8-4da7-9cd5-7aa436adab8e,Project,IA (BPM) - HSR Human Sample Request,IA (BPM) - HSR Human Sample Request,,,,,,,,,,,,,,,,,,ECD,,,,,,
f33dc221-1c37-43dc-9b11-414bd95c3e6b,Project,IA - (AI) Assisted Systematic Literature Review,IA - (AI) Assisted Systematic Literature Review,,,,,,,,,,,,,,,,,,MA,,,,,,
b1faa9ed-d498-40cf-9c8a-3764e4a749f4,Project,Icertis One Touch CDA,Icertis One Touch CDA,,Icertis,,,,,,,,,,,,,,Law,,,,,,,,
cc74d9f2-043a-443f-b691-fe16f4d2442c,Project,Icertis WhatFix Implementation,Icertis WhatFix Implementation,,Icertis;WhatFix,Enable Business Transactions / Manage Contracts / Review & Draft Contracts,,,,,,,,,,,,,Law,,,,,,,,
d37d9939-d4a8-41e0-ad9c-2eace7cc7428,Project,iEnvision Sharepoint Migration,iEnvision Sharepoint Migration,,,,,,,,,,,,,,,,,,MA,,,,,,
21659d9a-e459-4b83-af56-13df3977cf53,Project,Image Data Management and Analytics Program,Image Data Management and Analytics Program,,,,,,,,,,,,,,,,,,ECD,,,,,,
0d08b264-0fe5-4938-aa31-c5d2a2f4af3c,Project,Implement Compa Offers,Implement Compa Offers,,Compa Offers;Workday [Platform],Compensation Management,,,,,Workday to Compa Offers - Job Data;Workday to Compa Offers - Offer Data,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,Human Resources / Compensation
4d723206-b732-465f-8d9d-3eb6534f67c7,Project,Interview Scheduling,Interview Scheduling,Interview Scheduling,Paradox;Rooster;Workday [Platform],Talent Acquisition,,,,,,,,Talent Initiatives,,,,,G&A IT - Human Resources,,,,,,G&A IT,,Human Resources / Talent Acquisition
43df43fb-a50a-4ee0-930a-f52baf29cddc,Project,IOPS - GLO AEL Hold Pause Feature,IOPS - GLO AEL Hold Pause Feature,,,IOPS Quality Assurance / Batch Disposition Management,,,,,,,,,,,,QA - Rajesh,IOPS,,,,,,,,
bc6c42e8-d199-4553-82ea-4727473fae4b,Project,IOPS - GLO APS P2: Demand/Constrained Supply Plan & SIOP,IOPS - GLO APS P2: Demand/Constrained Supply Plan & SIOP,,A Squared (A2);Dash;Kinaxis Maestro Advanced Planning System (APS);Oracle eBusiness Suite [Platform] / Oracle OPM and Mobile Applications;Work Management Tool (WMT),IOPS Enterprise Support / Master Data Management;IOPS Product Manufacturing / Finite Scheduling;IOPS Supply Chain Management / Capacity Planning;IOPS Supply Chain Management / Demand Planning;IOPS Supply Chain Management / Sales Inventory and Operations Planning (SIOP);IOPS Supply Chain Management / Supply Planning,Create a requisition - Raw Material Planning;Create and Complete a Batch in OPM - External Manufacturing;Create Internal Large Scale MFG Plans;Create Internal Mid Scale MFG Plans;Negotiate Capacity Contract Agreements - DP Planning and Scheduling;Pack and Label Lead Time RR - Supply Planning;Plan open capacity at CMOs - DP Planning and Scheduling,significantBusinessBenefit,Empty,,APS to mYSupply / APS to mYSupply - Horizontal Plan;APS to mYSupply / APS to mYSupply - Item Attributes,Empty,High,Forward5 - Supply Assurance,,,,Supply Chain - Scott,IOPS,Project,,,Completed,Global,,,IOPS - Supply Chain
a3fd7458-f153-4683-8d66-9b85a011ce18,Project,IOPS - GLO Augmentir Upgrade,IOPS - GLO Augmentir Upgrade,,,IOPS Quality Assurance / Technical Training (Learning Management),,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
